Created log file at 20160731015903
[20160731022845] GBest Fitness: 0.532870206211 GBest position: [0.6555106534845561, 0.9126677599692756, 2.301221744689352, 2.16067281495623, 1.858604651172033, 1.5361143328260674, 0.8067795065789521, 0.42160812319459756, 1.1553268304299564, 0.7498583035764024, 5.9940862511254025, 2.7986790213394666]
[20160731025638] GBest Fitness: 0.950165933847 GBest position: [1.1924531591107452, 2.1514959523010124, 1.0811910854045188, 1.5126675764439153, 1.3021477253962792, 2.346690888834788, 0.812955107509273, 0.679496676871172, 1.0910725449980654, 0.7379281488983577, 5.347858443524858, 1.9467926730166336]
[20160731032513] GBest Fitness: 0.950165933847 GBest position: [1.1924531591107452, 2.1514959523010124, 1.0811910854045188, 1.5126675764439153, 1.3021477253962792, 2.346690888834788, 0.812955107509273, 0.679496676871172, 1.0910725449980654, 0.7379281488983577, 5.347858443524858, 1.9467926730166336]
[20160731035401] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731042252] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731045116] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731052045] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731055142] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731062400] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731065653] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731073022] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731080421] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731083939] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731091423] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731095049] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731102705] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731110336] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731114001] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731121556] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
[20160731125226] GBest Fitness: 0.991603298568 GBest position: [1.113224047024774, 1.7828957663244032, 1.8404172369402565, 2.5, 2.5, 2.209659080192179, 1.1196515667076752, 0.5899644713457888, 1.2010118281450497, 0.6863884679484206, 6.876924788483162, 3.0]
