time,j_pelvis_l,j_thigh1_l,j_thigh2_l,j_tibia_l,j_ankle1_l,j_ankle2_l,j_pelvis_r,j_thigh1_r,j_thigh2_r,j_tibia_r,j_ankle1_r,j_ankle2_r
42.386,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.428,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.437,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.474,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.514,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.554,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.56,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.598,0.0,0.0008,0.556,-1.1048,-0.544,-0.0008,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.638,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.678,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.718,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.758,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.798,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.802,0.0,0.0008,0.556,-1.1048,-0.544,-0.0008,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.838,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.878,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.918,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.93,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.966,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.006,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.046,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
43.086,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.126,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.144,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
43.182,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
43.222,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.262,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.273,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
43.31,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.35,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.39,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.43,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.433,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.473,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.51,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
43.55,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.56,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.598,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.638,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
43.678,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.682,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.722,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.762,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.802,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.842,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
43.882,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.885,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.922,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
43.962,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
44.002,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
44.007,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.046,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.086,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.126,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.128,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.166,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.206,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
44.246,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.246,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.286,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.326,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0008,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
44.37,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.375,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.42,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.458,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
44.498,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.538,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.55,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
44.59,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.634,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.674,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
44.675,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.714,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.754,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.794,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
44.834,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.874,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.875,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
44.914,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.954,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
44.994,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.035,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.042,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.078,-0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.118,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.158,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.166,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.202,-0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.242,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.282,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.291,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.331,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.37,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.41,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.451,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.461,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.499,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.538,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.578,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.618,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.62,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.658,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.699,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.738,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.74,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.778,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.819,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.859,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.899,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
45.908,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.947,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
45.986,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.026,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
46.04,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.078,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
46.119,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.158,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.164,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.202,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.242,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.282,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.292,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
46.33,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
46.371,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.41,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
46.45,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
46.451,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.49,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.53,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
46.57,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.614,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.655,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.662,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
46.699,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.738,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.778,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
46.818,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.834,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.874,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.914,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
46.954,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
46.994,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.002,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.038,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.078,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.119,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
47.122,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
47.162,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.202,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.242,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.256,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
47.294,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.334,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.374,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
47.414,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0008,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.419,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.458,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.498,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
47.538,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.548,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.586,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
47.627,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.667,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.68,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.718,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
47.758,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
47.799,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.838,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
47.878,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.89,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.934,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
47.97,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
48.01,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.05,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.09,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.13,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.147,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.186,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
48.226,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
48.266,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.306,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.346,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.36,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.398,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.438,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0008,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
48.478,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.483,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.522,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.562,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.602,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.61,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5443,1.1064,0.5573,-0.0008
48.646,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
48.686,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
48.726,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.766,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.772,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
48.819,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.858,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.898,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
48.938,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.945,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
48.978,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
49.018,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
49.058,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
49.098,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
49.1,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
49.138,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
49.178,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
49.218,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
