Created log file at 20160728180001
[20160728180711] GBest Fitness: 0.414621287676 GBest position: [1.5921544218070451, 1.1007059101178713, 1.1109542288137437, 2.452808772855094, 1.4952745014697706, 1.133884626352586, 2.8407760381946785, 1.9105286232765673, 1.48323055924809, 2.211226148967244, 2.0563584414927973, 2.054598727396476, 2.989494313859698, 1.0248814139911024, 2.2930257933503317, 2.5914006728265164, 1.6536352702934485, 2.613603876173375, 1.3343498603726034, 1.957649401677106, 0.26721340898999, 0.15747414129957776, 1.9575123800355465, 9.657090012443485]
[20160728181315] GBest Fitness: 0.596639195488 GBest position: [1.962434040785716, 2.2710433881713588, 2.5230966556832897, 3.0, 1.6954789117689733, 2.8558057297716264, 2.801280744116661, 2.3060168638817182, 1.7287665778734524, 2.4381604337162854, 1.9489221551573346, 2.6077031047537593, 1.8665637719464023, 2.1473517098233543, 2.616821046847522, 2.848640540593885, 2.702433690041243, 2.8682154568882896, 2.6676528283138428, 2.3878101622853998, 0.5588524629783819, 0.5225523737093012, 2.190573590087587, 10.0]
[20160728181957] GBest Fitness: 0.678330923401 GBest position: [2.852975300032668, 2.3977610092108916, 2.3565223634736325, 3.0, 2.1932114940452925, 2.443934241770945, 2.509614625485615, 2.628772330031768, 2.2121087434758895, 3.0, 2.3936766102119003, 2.874537049458584, 3.0, 2.2221137603681074, 2.99756994446783, 3.0, 2.593621826905096, 2.486460550043552, 2.66710947665367, 2.592743249182233, 0.491429479266616, 0.5986462309514147, 2.9476556049300617, 6.585196859059399]
[20160728182530] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728183027] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728183514] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728183954] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728184436] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728184918] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728185359] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728185840] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728190322] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728190803] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728191244] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
[20160728191725] GBest Fitness: 0.742639444066 GBest position: [2.7896939121343447, 2.7985236415499357, 2.8359621112619804, 3.0, 2.5729154396287552, 2.9121243006443973, 3.0, 3.0, 2.943529721051128, 3.0, 3.0, 3.0, 2.999292624071614, 3.0, 3.0, 3.0, 3.0, 2.961800823747689, 3.0, 3.0, 0.616997466216511, 0.7030361656138914, 3.0, 9.104530191096938]
